archetype,account_age_days,followers,following,posts_per_day,profile_completeness,follow_burst_rate,posting_variance,engagement_rate,is_fake
spambot,6,38,4355,51.88,0.44,0.9,0.98,0.0028,1
lurker_human,230,55,192,0.08,0.74,0.02,0.18,0.0366,0
active_human,546,74,104,1.35,0.71,0.21,0.23,0.093,0
active_human,346,346,297,2.25,0.96,0.16,0.2,0.1101,0
active_human,564,130,123,0.79,0.92,0.15,0.2,0.0203,0
spambot,3,42,1679,64.93,0.2,0.73,0.94,0.0004,1
active_human,454,277,397,1.83,0.78,0.14,0.15,0.0306,0
active_human,391,531,401,0.81,0.9,0.13,0.25,0.0958,0
active_human,860,251,291,1.18,0.87,0.05,0.22,0.1149,0
active_human,711,443,343,0.55,0.84,0.15,0.19,0.1141,0
lurker_human,661,59,107,0.13,0.75,0.01,0.17,0.0223,0
compromised_bot,1546,1468,7817,43.62,0.73,0.81,0.65,0.0054,1
creator_human,1688,17297,494,2.1,0.89,0.09,0.31,0.1138,0
active_human,558,232,202,0.76,0.69,0.16,0.4,0.0494,0
active_human,436,351,370,2.37,0.84,0.04,0.12,0.1035,0
active_human,394,155,134,2.18,0.87,0.16,0.31,0.0684,0
active_human,290,534,419,1.29,0.97,0.13,0.33,0.041,0
spambot,17,32,6651,27.22,0.2,0.92,0.84,0.0028,1
active_human,424,171,249,1.26,0.9,0.01,0.17,0.0322,0
follow_bot,13,31,5359,0.43,0.24,0.91,0.42,0.0018,1
lurker_human,521,37,360,0.03,0.73,0.1,0.11,0.0246,0
active_human,736,134,145,1.8,0.84,0.16,0.25,0.0411,0
follow_bot,12,114,7242,0.2,0.39,0.92,0.52,0.0007,1
compromised_bot,1469,350,4453,34.27,0.71,0.69,0.85,0.0053,1
spambot,23,71,7231,26.94,0.36,0.77,0.99,0.0004,1
lurker_human,367,87,117,0.02,0.48,0.07,0.25,0.0444,0
lurker_human,765,87,297,0.06,0.7,0.07,0.28,0.0227,0
compromised_bot,1557,1451,6106,43.78,0.51,0.79,0.71,0.0021,1
spambot,35,15,6643,49.82,0.3,0.73,0.78,0.0004,1
compromised_bot,1902,514,7053,44.6,0.5,0.88,0.85,0.0056,1
compromised_bot,1552,352,5794,29.51,0.81,0.71,0.85,0.0029,1
spambot,5,9,5071,61.5,0.44,0.96,0.92,0.0015,1
active_human,319,274,412,2.38,0.94,0.11,0.15,0.0496,0
active_human,434,235,256,1.14,0.94,0.08,0.39,0.0202,0
active_human,667,603,569,2.2,0.76,0.15,0.23,0.1032,0
spambot,4,40,5508,28.99,0.28,0.85,0.88,0.0001,1
spambot,20,22,4889,47.29,0.37,0.91,0.83,0.0017,1
creator_human,961,30570,351,1.65,0.94,0.14,0.35,0.1214,0
active_human,433,436,284,2.45,0.75,0.1,0.31,0.1073,0
lurker_human,607,139,252,0.03,0.68,0.03,0.05,0.0565,0
lurker_human,1572,84,235,0.03,0.63,0.07,0.26,0.0123,0
lurker_human,263,32,85,0.12,0.49,0.06,0.16,0.0477,0
creator_human,1293,30378,395,3.9,0.98,0.07,0.34,0.0926,0
active_human,680,576,750,0.62,0.8,0.07,0.31,0.0272,0
creator_human,984,18412,991,4.39,0.97,0.2,0.24,0.0428,0
creator_human,2937,5722,821,2.25,0.89,0.17,0.19,0.1223,0
lurker_human,276,50,206,0.05,0.43,0.07,0.13,0.0164,0
lurker_human,423,114,264,0.12,0.56,0.11,0.25,0.0316,0
active_human,434,51,75,0.58,0.84,0.04,0.3,0.1195,0
active_human,582,393,291,0.45,0.5,0.17,0.32,0.0551,0
compromised_bot,1618,1022,6464,39.76,0.6,0.68,0.63,0.0035,1
lurker_human,873,54,181,0.09,0.6,0.02,0.08,0.0544,0
spambot,18,34,3855,35.77,0.19,0.89,0.8,0.0021,1
active_human,656,162,166,0.38,0.92,0.08,0.25,0.0499,0
spambot,11,51,1756,28.27,0.27,0.73,0.96,0.0027,1
active_human,808,572,665,1.06,0.83,0.12,0.1,0.036,0
spambot,53,6,1704,57.66,0.38,0.78,0.93,0.0023,1
active_human,312,103,150,0.91,0.52,0.25,0.26,0.0724,0
compromised_bot,1353,1472,6193,15.05,0.6,0.73,0.81,0.0021,1
spambot,19,11,1965,42.16,0.23,0.8,0.75,0.0026,1
active_human,766,172,156,1.06,0.88,0.32,0.11,0.0285,0
active_human,690,447,501,1.04,0.86,0.04,0.37,0.1172,0
active_human,896,98,127,0.68,0.94,0.13,0.32,0.0712,0
active_human,416,639,577,1.12,0.94,0.06,0.38,0.0657,0
lurker_human,195,81,82,0.04,0.58,0.09,0.09,0.0171,0
active_human,790,418,613,0.98,0.87,0.35,0.31,0.0569,0
lurker_human,338,97,77,0.09,0.65,0.04,0.2,0.0568,0
active_human,686,489,460,2.4,0.73,0.08,0.13,0.0348,0
compromised_bot,1108,1049,7454,13.67,0.75,0.77,0.7,0.0043,1
spambot,9,30,5811,46.52,0.37,0.79,0.8,0.0019,1
active_human,597,307,434,0.3,0.87,0.07,0.16,0.049,0
compromised_bot,1188,280,6203,36.71,0.65,0.84,0.86,0.002,1
active_human,400,407,413,0.48,0.7,0.02,0.37,0.025,0
active_human,308,199,199,2.04,0.92,0.09,0.13,0.0658,0
active_human,384,587,626,1.99,0.45,0.05,0.17,0.0611,0
creator_human,1364,170229,379,1.63,0.88,0.15,0.28,0.0989,0
active_human,627,219,277,1.66,0.8,0.02,0.19,0.0234,0
active_human,691,310,286,0.82,0.83,0.04,0.22,0.0236,0
active_human,533,109,135,1.71,0.8,0.21,0.39,0.0429,0
active_human,323,229,323,1.11,0.88,0.29,0.26,0.1065,0
active_human,347,142,203,1.76,0.55,0.23,0.21,0.0634,0
active_human,361,152,192,0.78,0.73,0.22,0.2,0.0775,0
creator_human,1991,14469,214,4.15,0.97,0.19,0.33,0.0945,0
follow_bot,39,63,5048,0.73,0.51,0.88,0.57,0.0004,1
spambot,19,22,4734,38.86,0.26,0.92,0.91,0.0002,1
active_human,652,264,257,1.91,0.73,0.06,0.19,0.0518,0
spambot,19,71,1602,29.12,0.29,0.86,0.79,0.0028,1
active_human,298,209,316,0.71,0.81,0.21,0.17,0.0686,0
active_human,1832,366,367,0.94,0.78,0.11,0.37,0.0962,0
lurker_human,1169,137,137,0.12,0.52,0.03,0.11,0.0233,0
active_human,333,135,223,1.8,0.7,0.01,0.12,0.0211,0
compromised_bot,1723,659,6251,41.04,0.56,0.71,0.71,0.0045,1
lurker_human,1053,141,150,0.01,0.61,0.09,0.1,0.0402,0
active_human,183,82,143,0.32,0.93,0.11,0.17,0.1157,0
compromised_bot,2348,1010,5935,31.65,0.77,0.68,0.61,0.0046,1
active_human,944,385,263,0.42,0.58,0.07,0.31,0.0657,0
active_human,664,130,142,1.53,0.93,0.03,0.22,0.039,0
active_human,594,147,231,1.1,0.79,0.08,0.39,0.0937,0
follow_bot,6,29,5300,0.84,0.28,0.99,0.5,0.0012,1
creator_human,811,9782,202,2.51,0.89,0.15,0.23,0.0515,0
spambot,3,58,7247,55.23,0.27,0.95,0.85,0.0029,1
active_human,649,470,442,1.48,0.96,0.12,0.21,0.1084,0
active_human,626,971,853,0.29,0.85,0.02,0.26,0.0723,0
active_human,319,107,132,0.22,0.66,0.03,0.13,0.0552,0
follow_bot,38,56,8432,1.49,0.35,0.89,0.56,0.0006,1
follow_bot,50,34,6818,0.92,0.56,0.93,0.56,0.0012,1
spambot,22,64,6307,61.41,0.43,0.75,0.87,0.0006,1
lurker_human,240,95,346,0.15,0.62,0.1,0.15,0.0136,0
lurker_human,462,39,87,0.05,0.43,0.07,0.16,0.0585,0
creator_human,1388,20184,645,3.93,0.92,0.09,0.24,0.1309,0
spambot,14,62,1803,58.31,0.44,0.81,0.79,0.0008,1
spambot,2,27,3914,47.09,0.11,0.74,0.95,0.0019,1
active_human,368,147,234,0.82,0.77,0.1,0.12,0.0233,0
creator_human,1051,9550,416,1.66,0.86,0.17,0.19,0.0879,0
spambot,14,41,2772,31.99,0.4,0.82,0.76,0.0019,1
active_human,202,160,229,2.2,0.74,0.04,0.24,0.1133,0
creator_human,1749,27239,1030,1.44,0.96,0.2,0.16,0.0701,0
active_human,389,43,87,2.32,0.52,0.02,0.14,0.0624,0
active_human,589,227,255,1.39,0.9,0.02,0.39,0.0492,0
active_human,898,861,815,0.23,0.66,0.19,0.19,0.0566,0
lurker_human,564,30,148,0.07,0.67,0.04,0.07,0.0547,0
active_human,538,461,341,0.24,0.86,0.09,0.39,0.0285,0
active_human,1068,594,788,1.78,0.72,0.15,0.12,0.0707,0
active_human,221,137,201,2.49,0.52,0.07,0.33,0.0791,0
active_human,382,104,181,1.81,0.73,0.42,0.25,0.0263,0
active_human,246,273,232,0.88,0.89,0.17,0.39,0.0875,0
active_human,237,363,478,1.55,0.96,0.11,0.26,0.07,0
active_human,411,209,170,2.08,0.86,0.14,0.22,0.1039,0
spambot,31,46,3487,56.47,0.13,0.82,0.91,0.0008,1
active_human,943,940,1348,0.74,0.98,0.01,0.34,0.1055,0
compromised_bot,1555,646,4279,19.18,0.66,0.76,0.86,0.0067,1
lurker_human,980,72,200,0.07,0.47,0.03,0.12,0.0239,0
spambot,14,60,4036,46.06,0.39,0.92,0.78,0.001,1
lurker_human,369,113,163,0.09,0.74,0.03,0.19,0.055,0
active_human,221,242,284,2.12,0.55,0.07,0.35,0.0504,0
active_human,715,369,400,2.49,0.58,0.08,0.22,0.07,0
creator_human,1615,32488,522,1.92,0.91,0.14,0.29,0.1118,0
active_human,482,280,273,2.33,0.83,0.05,0.31,0.0397,0
lurker_human,774,28,99,0.05,0.6,0.1,0.29,0.0444,0
compromised_bot,1709,797,7237,31.6,0.73,0.74,0.68,0.0023,1
active_human,1422,450,615,0.58,0.99,0.04,0.14,0.1061,0
active_human,251,84,109,2.24,0.87,0.07,0.36,0.1062,0
spambot,2,58,5536,27.27,0.29,0.86,0.89,0.0017,1
active_human,680,118,129,0.6,0.93,0.14,0.39,0.0604,0
active_human,669,681,906,1.26,0.75,0.04,0.37,0.023,0
spambot,15,60,5790,29.55,0.34,0.91,0.91,0.0016,1
spambot,1,49,4139,25.15,0.3,0.76,0.79,0.001,1
compromised_bot,990,636,5701,40.88,0.65,0.84,0.87,0.0063,1
spambot,10,69,3140,63.19,0.41,0.87,0.77,0.0029,1
active_human,259,210,301,1.9,0.85,0.06,0.15,0.0829,0
active_human,575,324,327,0.42,0.92,0.14,0.23,0.0381,0
spambot,7,24,2127,52.15,0.14,0.75,0.98,0.0021,1
active_human,595,311,322,1.88,0.75,0.25,0.25,0.0898,0
active_human,152,258,301,2.31,0.88,0.13,0.31,0.0923,0
active_human,458,295,413,2.46,0.78,0.08,0.29,0.0955,0
lurker_human,473,74,223,0.13,0.64,0.05,0.17,0.0336,0
active_human,353,256,212,2.11,0.63,0.09,0.32,0.0911,0
spambot,14,9,7311,22.54,0.25,0.84,0.96,0.0012,1
follow_bot,53,108,6065,1.01,0.49,0.92,0.79,0.0006,1
compromised_bot,1468,1300,5696,34.93,0.66,0.84,0.62,0.0051,1
spambot,2,40,6582,38.7,0.27,0.9,0.86,0.0007,1
active_human,473,272,316,2.14,0.89,0.07,0.21,0.0624,0
active_human,126,470,559,2.16,0.94,0.05,0.18,0.0423,0
active_human,646,1159,1413,0.57,0.88,0.08,0.18,0.0894,0
follow_bot,26,78,3822,0.62,0.29,0.85,0.55,0.0004,1
active_human,210,277,305,0.31,0.76,0.16,0.27,0.1125,0
active_human,131,79,146,2.22,0.89,0.24,0.19,0.1151,0
creator_human,1535,6908,781,3.78,0.93,0.18,0.33,0.0654,0
lurker_human,163,29,254,0.1,0.57,0.09,0.3,0.0141,0
spambot,13,46,6009,16.14,0.43,0.72,0.82,0.0009,1
spambot,17,34,3733,22.49,0.21,0.9,0.97,0.0009,1
lurker_human,843,95,152,0.1,0.67,0.01,0.18,0.0419,0
lurker_human,425,133,169,0.08,0.45,0.02,0.09,0.0133,0
active_human,170,98,115,2.01,0.93,0.26,0.4,0.0695,0
active_human,583,27,34,2.27,0.98,0.07,0.26,0.0295,0
follow_bot,42,92,7029,1.08,0.47,1.0,0.42,0.0009,1
compromised_bot,2161,685,3847,35.84,0.61,0.86,0.86,0.0058,1
spambot,13,58,2697,60.19,0.39,0.75,0.79,0.0001,1
active_human,202,351,396,1.23,0.96,0.09,0.1,0.0482,0
compromised_bot,1119,376,3976,10.39,0.71,0.76,0.9,0.0065,1
active_human,367,572,671,0.96,0.84,0.1,0.21,0.1119,0
active_human,719,164,174,2.03,0.73,0.12,0.17,0.0221,0
active_human,578,43,90,1.73,0.67,0.12,0.33,0.0313,0
active_human,517,516,604,1.2,0.63,0.14,0.28,0.0526,0
active_human,233,239,298,1.25,0.52,0.09,0.17,0.0739,0
spambot,60,13,7389,47.56,0.14,0.78,0.96,0.0004,1
spambot,5,56,2320,39.93,0.4,0.91,0.83,0.0019,1
active_human,609,270,300,1.98,0.59,0.17,0.28,0.109,0
lurker_human,306,138,312,0.05,0.59,0.03,0.24,0.033,0
active_human,356,1298,1063,2.22,0.47,0.02,0.31,0.1092,0
compromised_bot,2443,398,6950,11.81,0.6,0.91,0.84,0.008,1
lurker_human,541,87,309,0.11,0.45,0.09,0.09,0.0427,0
active_human,601,242,364,2.41,0.67,0.12,0.27,0.0885,0
creator_human,521,4807,356,2.66,0.94,0.22,0.2,0.1112,0
creator_human,971,29180,920,1.14,0.85,0.22,0.2,0.0584,0
lurker_human,385,67,58,0.03,0.41,0.09,0.2,0.0257,0
active_human,335,494,490,2.24,0.64,0.15,0.31,0.102,0
active_human,921,61,101,1.51,0.49,0.02,0.39,0.0325,0
creator_human,1302,23820,397,3.5,0.99,0.12,0.22,0.0424,0
spambot,3,79,7119,30.79,0.33,0.83,0.8,0.0014,1
active_human,539,126,131,2.05,0.82,0.29,0.39,0.0995,0
active_human,273,211,305,1.77,0.86,0.07,0.32,0.0967,0
compromised_bot,2336,726,6649,21.92,0.77,0.83,0.63,0.0047,1
active_human,829,701,813,1.04,0.8,0.35,0.38,0.1178,0
spambot,43,33,4482,20.33,0.27,0.8,0.76,0.0014,1
active_human,864,72,107,2.39,0.86,0.09,0.39,0.0934,0
spambot,9,65,1967,32.05,0.12,0.75,0.86,0.0005,1
spambot,24,47,2611,40.61,0.44,0.92,0.89,0.0018,1
active_human,461,1225,1319,0.72,0.95,0.12,0.16,0.0419,0
spambot,27,54,2710,41.87,0.33,0.85,0.84,0.0021,1
spambot,16,6,5812,27.11,0.42,0.8,0.97,0.0023,1
spambot,25,17,3446,55.73,0.19,0.98,0.95,0.003,1
compromised_bot,854,320,4141,38.65,0.63,0.71,0.87,0.0017,1
active_human,344,316,357,2.16,0.87,0.12,0.24,0.0312,0
follow_bot,43,26,3086,0.65,0.31,0.93,0.6,0.0013,1
active_human,829,99,132,1.89,0.95,0.11,0.18,0.0932,0
creator_human,1664,25891,452,3.06,0.96,0.12,0.29,0.1071,0
compromised_bot,1164,1337,7533,29.83,0.7,0.69,0.71,0.0036,1
creator_human,717,33954,201,3.85,0.98,0.07,0.26,0.1496,0
active_human,385,62,102,1.94,0.82,0.27,0.2,0.0863,0
lurker_human,315,83,173,0.02,0.53,0.08,0.27,0.0498,0
spambot,40,37,5553,63.98,0.22,0.91,0.82,0.0012,1
follow_bot,37,173,6276,0.5,0.34,0.93,0.64,0.0016,1
active_human,547,75,119,1.93,0.92,0.01,0.1,0.0489,0
spambot,5,75,7187,49.93,0.43,0.71,0.91,0.0016,1
active_human,845,164,115,1.25,0.83,0.08,0.18,0.0902,0
lurker_human,738,108,260,0.08,0.42,0.1,0.27,0.0439,0
active_human,1793,149,163,1.51,0.81,0.17,0.28,0.065,0
active_human,898,78,83,0.54,0.84,0.08,0.2,0.0721,0
spambot,15,52,5005,50.57,0.33,0.7,0.94,0.0015,1
follow_bot,53,91,6908,1.02,0.37,0.86,0.7,0.0018,1
creator_human,783,1464,563,4.03,0.98,0.19,0.34,0.1018,0
active_human,764,301,264,1.31,0.97,0.06,0.33,0.1054,0
active_human,435,91,91,2.46,0.62,0.04,0.18,0.0939,0
active_human,781,65,97,0.31,0.8,0.2,0.31,0.1138,0
spambot,1,29,2166,32.39,0.3,0.82,0.82,0.002,1
active_human,421,493,640,1.55,0.98,0.14,0.23,0.0289,0
active_human,500,681,980,0.93,0.97,0.08,0.2,0.0331,0
active_human,305,1028,1038,0.92,0.86,0.27,0.15,0.0946,0
creator_human,1218,13897,364,1.88,0.94,0.2,0.29,0.0645,0
active_human,565,169,217,2.17,0.62,0.13,0.11,0.0571,0
active_human,328,153,147,2.34,0.91,0.03,0.3,0.0365,0
compromised_bot,1093,1467,7828,18.22,0.5,0.72,0.79,0.0078,1
lurker_human,1050,78,356,0.14,0.59,0.08,0.23,0.0364,0
follow_bot,32,31,5408,0.13,0.57,0.97,0.49,0.0007,1
spambot,7,43,4679,41.44,0.35,0.87,0.97,0.0027,1
follow_bot,26,197,8906,0.15,0.38,0.99,0.6,0.0001,1
active_human,535,377,527,0.85,0.66,0.09,0.29,0.0527,0
lurker_human,784,37,213,0.04,0.45,0.03,0.28,0.0456,0
compromised_bot,842,274,5598,11.21,0.55,0.88,0.66,0.0017,1
follow_bot,15,169,4138,1.36,0.48,0.92,0.75,0.0015,1
follow_bot,25,129,3409,1.23,0.52,0.85,0.43,0.0014,1
active_human,1038,399,485,0.55,0.93,0.06,0.36,0.1163,0
active_human,323,976,1220,1.12,0.42,0.15,0.1,0.0395,0
creator_human,1440,44645,1127,2.63,0.98,0.15,0.33,0.0597,0
lurker_human,433,94,232,0.1,0.53,0.02,0.1,0.0465,0
compromised_bot,1397,1081,6127,44.99,0.51,0.77,0.66,0.0078,1
spambot,9,77,1545,54.71,0.35,0.96,0.81,0.0,1
compromised_bot,1762,669,3976,35.42,0.61,0.74,0.79,0.0013,1
spambot,12,65,6133,61.78,0.19,0.77,0.86,0.0004,1
creator_human,1036,20916,949,1.53,0.95,0.2,0.3,0.1421,0
creator_human,1339,507,1037,3.64,0.88,0.16,0.24,0.0893,0
active_human,663,36,66,1.21,0.66,0.26,0.33,0.0542,0
spambot,12,75,4877,50.34,0.15,0.72,0.88,0.0011,1
active_human,404,649,574,1.69,0.91,0.14,0.31,0.0674,0
compromised_bot,1094,537,5774,23.7,0.57,0.88,0.64,0.0016,1
spambot,4,51,4180,40.04,0.38,0.86,0.86,0.0007,1
compromised_bot,1133,355,6102,14.94,0.65,0.94,0.83,0.0072,1
active_human,485,156,159,0.31,0.87,0.03,0.14,0.1066,0
lurker_human,171,42,386,0.05,0.51,0.06,0.12,0.0504,0
active_human,720,59,74,0.68,0.79,0.32,0.14,0.0675,0
creator_human,2511,25329,497,1.37,0.92,0.09,0.22,0.1433,0
creator_human,587,22178,217,2.72,0.91,0.06,0.26,0.0464,0
lurker_human,304,108,74,0.14,0.52,0.12,0.15,0.0186,0
spambot,9,40,2462,63.32,0.31,0.87,0.99,0.0025,1
active_human,649,223,168,1.11,0.67,0.21,0.25,0.1129,0
compromised_bot,1951,686,4695,20.84,0.85,0.78,0.82,0.0052,1
active_human,337,244,277,1.95,0.96,0.17,0.35,0.0794,0
lurker_human,405,29,300,0.08,0.47,0.04,0.2,0.04,0
follow_bot,42,85,7882,1.0,0.39,0.99,0.46,0.0003,1
spambot,13,11,6551,56.02,0.43,0.85,0.89,0.0002,1
lurker_human,506,62,263,0.14,0.5,0.02,0.26,0.0158,0
lurker_human,444,134,208,0.06,0.71,0.02,0.23,0.0143,0
active_human,740,105,106,2.09,0.78,0.05,0.17,0.094,0
active_human,177,358,504,0.54,0.69,0.0,0.39,0.107,0
active_human,348,412,447,2.17,0.96,0.01,0.33,0.0414,0
creator_human,794,3442,1137,3.0,1.0,0.08,0.24,0.054,0
active_human,722,363,527,1.01,0.83,0.12,0.21,0.1032,0
follow_bot,25,60,4930,0.89,0.34,0.89,0.78,0.0009,1
follow_bot,30,134,8538,1.35,0.36,0.89,0.51,0.0007,1
active_human,529,569,806,1.55,0.84,0.05,0.21,0.0725,0
active_human,1254,71,103,2.47,0.69,0.07,0.19,0.0241,0
active_human,374,103,137,1.14,0.95,0.22,0.19,0.0216,0
active_human,485,172,186,0.77,0.68,0.1,0.22,0.0415,0
compromised_bot,1290,581,7191,28.35,0.74,0.87,0.68,0.007,1
lurker_human,212,27,195,0.11,0.75,0.08,0.23,0.0491,0
follow_bot,37,89,3398,0.45,0.47,0.86,0.41,0.0011,1
spambot,10,56,6214,59.37,0.24,0.9,0.83,0.0016,1
compromised_bot,974,1243,7868,25.34,0.77,0.77,0.9,0.0063,1
active_human,623,416,294,0.48,0.92,0.04,0.25,0.1199,0
follow_bot,45,78,6783,1.25,0.33,0.96,0.56,0.0009,1
follow_bot,32,169,3640,1.4,0.48,0.86,0.45,0.0012,1
spambot,24,34,2684,27.93,0.38,0.96,0.86,0.0004,1
creator_human,2583,4227,374,3.19,0.92,0.22,0.22,0.0486,0
lurker_human,649,115,317,0.05,0.48,0.06,0.21,0.0563,0
creator_human,1480,31729,817,2.22,0.9,0.22,0.21,0.1339,0
active_human,865,384,537,2.05,0.92,0.09,0.15,0.0781,0
lurker_human,1247,60,145,0.14,0.5,0.05,0.1,0.0567,0
follow_bot,28,110,6633,1.37,0.59,0.86,0.64,0.0019,1
spambot,11,40,2233,52.0,0.45,0.88,0.87,0.0005,1
follow_bot,43,176,4883,0.48,0.52,0.92,0.52,0.0019,1
active_human,283,481,564,1.72,0.74,0.08,0.31,0.0633,0
active_human,306,111,144,1.13,0.85,0.02,0.37,0.0984,0
lurker_human,355,134,350,0.04,0.59,0.07,0.24,0.0217,0
compromised_bot,2203,587,5196,21.73,0.54,0.7,0.9,0.0034,1
active_human,283,214,179,0.35,0.91,0.07,0.26,0.0771,0
compromised_bot,1854,598,7565,21.77,0.54,0.75,0.83,0.0053,1
spambot,2,45,6131,33.59,0.23,0.81,0.94,0.0021,1
active_human,1032,96,141,1.71,0.69,0.07,0.26,0.0239,0
active_human,830,233,261,0.36,0.67,0.12,0.39,0.0429,0
lurker_human,851,78,210,0.06,0.58,0.02,0.15,0.0416,0
active_human,792,56,103,0.84,0.54,0.16,0.27,0.0295,0
compromised_bot,963,854,7910,37.33,0.5,0.68,0.74,0.0078,1
active_human,416,540,748,1.13,0.82,0.14,0.1,0.0833,0
spambot,7,54,2191,52.14,0.31,0.9,0.93,0.0016,1
active_human,362,617,864,0.3,0.63,0.03,0.21,0.0988,0
lurker_human,332,41,335,0.13,0.75,0.09,0.29,0.0348,0
creator_human,1247,36996,546,1.64,0.87,0.2,0.29,0.0882,0
active_human,1012,225,200,1.75,0.81,0.13,0.25,0.0998,0
active_human,438,232,213,1.68,0.76,0.21,0.37,0.1062,0
spambot,7,36,3867,23.72,0.28,0.88,0.91,0.0023,1
lurker_human,364,22,370,0.1,0.57,0.06,0.07,0.0445,0
follow_bot,21,26,8460,0.12,0.4,0.99,0.5,0.0015,1
active_human,279,233,296,1.14,0.94,0.03,0.24,0.0687,0
creator_human,1398,14542,461,3.59,0.85,0.14,0.23,0.1422,0
spambot,19,32,5286,50.17,0.15,0.95,0.95,0.0007,1
active_human,297,635,484,0.59,0.77,0.05,0.18,0.0278,0
spambot,23,72,5722,59.45,0.3,0.94,0.93,0.0016,1
active_human,454,930,828,0.78,0.98,0.12,0.32,0.0679,0
lurker_human,509,41,147,0.02,0.55,0.06,0.08,0.0523,0
active_human,592,235,309,0.27,0.69,0.07,0.28,0.0896,0
active_human,504,279,340,1.81,0.81,0.13,0.26,0.0462,0
creator_human,945,9275,1034,2.96,0.95,0.18,0.35,0.0731,0
spambot,14,6,6671,22.42,0.36,0.81,0.78,0.0,1
active_human,935,475,361,2.25,0.89,0.06,0.25,0.0336,0
lurker_human,870,30,128,0.01,0.46,0.11,0.18,0.048,0
lurker_human,182,111,353,0.11,0.7,0.04,0.14,0.0395,0
follow_bot,36,85,8983,1.02,0.55,0.88,0.73,0.0005,1
creator_human,1226,28204,728,2.92,0.99,0.21,0.34,0.0598,0
compromised_bot,1790,818,4990,44.8,0.65,0.71,0.77,0.0028,1
lurker_human,393,32,64,0.03,0.56,0.08,0.23,0.0264,0
creator_human,731,2718,426,1.06,0.92,0.07,0.18,0.0302,0
spambot,5,40,3813,17.35,0.1,0.92,0.91,0.0011,1
active_human,624,254,201,1.17,0.71,0.03,0.19,0.0647,0
active_human,407,109,108,1.25,0.72,0.11,0.29,0.1113,0
spambot,14,20,3383,59.16,0.23,0.89,0.86,0.0027,1
lurker_human,212,117,151,0.1,0.51,0.08,0.23,0.0412,0
lurker_human,892,141,223,0.14,0.44,0.11,0.12,0.0382,0
compromised_bot,1892,795,3840,19.12,0.6,0.74,0.68,0.0069,1
active_human,779,72,102,0.6,0.84,0.26,0.27,0.1106,0
lurker_human,253,89,295,0.08,0.55,0.04,0.2,0.0225,0
active_human,719,275,227,0.57,0.8,0.2,0.17,0.1152,0
active_human,329,218,201,0.6,0.87,0.08,0.14,0.0662,0
active_human,256,206,240,1.63,0.8,0.03,0.24,0.0923,0
active_human,545,106,99,2.08,0.88,0.04,0.28,0.1118,0
lurker_human,758,91,87,0.05,0.6,0.1,0.24,0.0443,0
compromised_bot,1994,549,7913,34.81,0.69,0.82,0.81,0.008,1
active_human,746,121,115,1.34,0.84,0.18,0.22,0.1094,0
follow_bot,37,46,3092,0.79,0.23,0.94,0.69,0.0005,1
active_human,791,85,121,0.65,0.51,0.18,0.37,0.0202,0
lurker_human,366,97,190,0.02,0.53,0.08,0.26,0.0235,0
active_human,349,185,236,2.49,0.88,0.04,0.28,0.077,0
active_human,814,96,152,0.86,0.9,0.15,0.32,0.025,0
active_human,920,289,394,0.47,0.99,0.16,0.16,0.0754,0
active_human,876,21,27,2.01,0.8,0.06,0.3,0.1042,0
active_human,370,467,516,2.25,0.94,0.02,0.16,0.0898,0
follow_bot,48,30,8775,0.12,0.52,0.98,0.59,0.001,1
spambot,19,72,7055,22.96,0.25,0.9,0.94,0.0003,1
creator_human,1965,22300,310,4.47,0.94,0.09,0.33,0.055,0
active_human,896,308,302,2.42,0.75,0.11,0.19,0.0425,0
active_human,897,99,133,2.49,0.9,0.25,0.13,0.0226,0
follow_bot,5,162,5950,1.47,0.24,0.91,0.77,0.0,1
spambot,8,29,6003,44.85,0.4,0.7,0.79,0.0024,1
creator_human,1882,74447,264,2.62,0.86,0.19,0.21,0.0411,0
follow_bot,35,176,3900,1.36,0.33,0.91,0.45,0.0013,1
lurker_human,906,62,140,0.02,0.63,0.06,0.19,0.0547,0
active_human,813,1908,2217,0.33,0.95,0.47,0.2,0.0881,0
follow_bot,31,141,6475,0.28,0.22,0.92,0.63,0.0,1
spambot,11,16,3745,25.05,0.23,0.97,0.94,0.0012,1
spambot,5,21,4110,44.17,0.19,0.85,0.77,0.0025,1
active_human,624,255,368,1.02,0.75,0.27,0.35,0.1146,0
creator_human,1942,8061,855,1.82,0.94,0.15,0.24,0.1123,0
active_human,554,868,831,2.08,0.77,0.09,0.37,0.034,0
active_human,110,168,158,0.89,0.89,0.28,0.14,0.0857,0
active_human,457,46,78,1.16,0.83,0.13,0.19,0.0638,0
creator_human,1350,24905,887,3.46,0.87,0.21,0.26,0.0585,0
follow_bot,13,45,6072,0.74,0.43,0.94,0.59,0.0014,1
active_human,801,430,305,0.99,0.84,0.03,0.23,0.1054,0
active_human,985,1166,1414,0.38,0.71,0.04,0.35,0.0704,0
follow_bot,32,59,8738,1.01,0.47,0.93,0.75,0.0007,1
lurker_human,680,131,192,0.05,0.5,0.09,0.05,0.0426,0
active_human,299,382,473,0.89,0.83,0.02,0.32,0.0746,0
spambot,23,5,5400,23.92,0.1,0.79,0.78,0.0023,1
compromised_bot,1593,659,7360,41.59,0.75,0.91,0.88,0.0039,1
spambot,19,23,6458,31.29,0.39,0.92,0.86,0.0013,1
